unit_induk,kode_unit_pelaksana,nama_posisi,jenjang,jumlah_pegawai
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,ASSISTANT MANAGER NIAGA DAN PEMASARAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,ASSISTANT MANAGER PERENCANAAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,ASSISTANT MANAGER TRANSAKSI ENERGI LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,JUNIOR OFFICER SALES RETAIL,G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,JUNIOR TECHNICIAN PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (BETUN),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,MANAGER UNIT LAYANAN PELANGGAN ATAMBUA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,MANAGER UNIT LAYANAN PELANGGAN KALABAHI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,MANAGER UNIT LAYANAN PELANGGAN KEFAMENANU,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,MANAGER UNIT LAYANAN PELANGGAN KUPANG,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,MANAGER UNIT LAYANAN PELANGGAN OESAO,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,MANAGER UNIT LAYANAN PELANGGAN ROTE NDAO,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,MANAGER UNIT LAYANAN PELANGGAN SABU RAIJUA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,MANAGER UNIT LAYANAN PELANGGAN SO'E,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN KUPANG,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,OFFICER ACCOUNT EXECUTIVE,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,OFFICER KINERJA KEUANGAN DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,OFFICER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,OFFICER MAPPING DATA JARINGAN DAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,OFFICER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,SENIOR OFFICER KINERJA KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,SENIOR OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER ADMINISTRASI DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER KEUANGAN DAN AKUNTANSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER MAPPING DATA JARINGAN DAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER OPERASI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER PDKB,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER PEMELIHARAAN DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER PEMELIHARAAN METER TRANSAKSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (BETUN),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SEMAU),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER PENGENDALIAN SUSUT,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER PERENCANAAN SISTEM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TEAM LEADER TRANSAKSI ENERGI LISTRIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TECHNICIAN OPERASI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TECHNICIAN PDKB,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,TECHNICIAN PEMELIHARAAN DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,ASSISTANT MANAGER JARINGAN DAN KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,ASSISTANT MANAGER NIAGA DAN PEMASARAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,ASSISTANT MANAGER PERENCANAAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,ASSISTANT MANAGER TRANSAKSI ENERGI LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,JUNIOR TECHNICIAN OPERASI DISTRIBUSI,G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,JUNIOR TECHNICIAN PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MAUPONGGO),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,JUNIOR TECHNICIAN PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MBORONG),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,MANAGER UNIT LAYANAN PELANGGAN BAJAWA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,MANAGER UNIT LAYANAN PELANGGAN ENDE,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,MANAGER UNIT LAYANAN PELANGGAN LABUAN BAJO,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,MANAGER UNIT LAYANAN PELANGGAN RUTENG,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN FLORES BAGIAN BARAT,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,OFFICER ACCOUNT EXECUTIVE,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,OFFICER KINERJA KEUANGAN DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,OFFICER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,SENIOR OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER ADMINISTRASI DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER KEUANGAN DAN AKUNTANSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER KONSTRUKSI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER MAPPING DATA JARINGAN DAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER OPERASI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER PDKB,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER PEMELIHARAAN DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER PEMELIHARAAN METER TRANSAKSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MAUPONGGO),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MBAY),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MBORONG),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER PENGENDALIAN SUSUT,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER PERENCANAAN SISTEM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER SALES RETAIL,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TEAM LEADER TRANSAKSI ENERGI LISTRIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TECHNICIAN OPERASI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TECHNICIAN PEMELIHARAAN DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TECHNICIAN PEMELIHARAAN METER TRANSAKSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TECHNICIAN PENGENDALIAN SUSUT,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7812,TECHNICIAN TRANSAKSI ENERGI LISTRIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,ASSISTANT MANAGER JARINGAN DAN KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,ASSISTANT MANAGER NIAGA DAN PEMASARAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,ASSISTANT MANAGER PERENCANAAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,ASSISTANT MANAGER TRANSAKSI ENERGI LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,MANAGER UNIT LAYANAN PELANGGAN SUMBA BARAT,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,MANAGER UNIT LAYANAN PELANGGAN SUMBA JAYA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,MANAGER UNIT LAYANAN PELANGGAN SUMBA TIMUR,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN SUMBA,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,OFFICER ACCOUNT EXECUTIVE,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,OFFICER ADMINISTRASI DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,OFFICER KELAYAKAN INVESTASI DAN RISIKO,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,OFFICER KEUANGAN DAN AKUNTANSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,SENIOR OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER ADMINISTRASI DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER KEUANGAN DAN AKUNTANSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER KONSTRUKSI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER MAPPING DATA JARINGAN DAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER OPERASI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER PEMELIHARAAN DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER PEMELIHARAAN METER TRANSAKSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (LEWA),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MELOLO),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NGADU NGALA),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER PENGENDALIAN SUSUT,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER PERENCANAAN SISTEM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER SALES RETAIL,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TEAM LEADER TRANSAKSI ENERGI LISTRIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TECHNICIAN OPERASI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TECHNICIAN PEMELIHARAAN DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TECHNICIAN PENGENDALIAN SUSUT,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7813,TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,ASSISTANT MANAGER JARINGAN DAN KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,ASSISTANT MANAGER NIAGA DAN PEMASARAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,ASSISTANT MANAGER PERENCANAAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,ASSISTANT MANAGER TRANSAKSI ENERGI LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,JUNIOR TECHNICIAN PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NEBE),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,MANAGER UNIT LAYANAN PELANGGAN ADONARA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,MANAGER UNIT LAYANAN PELANGGAN LARANTUKA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,MANAGER UNIT LAYANAN PELANGGAN LEMBATA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN FLORES BAGIAN TIMUR,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,OFFICER PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,SENIOR OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,SENIOR OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER ADMINISTRASI DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER KEUANGAN DAN AKUNTANSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER KONSTRUKSI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER MAPPING DATA JARINGAN DAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER OPERASI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER PEMELIHARAAN DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER PEMELIHARAAN METER TRANSAKSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (LEKEBAI),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NEBE),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SOLOR BARAT),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER PENGENDALIAN SUSUT,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER PERENCANAAN SISTEM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER SALES RETAIL,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER SALES RETAIL DAN PELAYANAN PELANGGAN KOTA,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TEAM LEADER TRANSAKSI ENERGI LISTRIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TECHNICIAN OPERASI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,TECHNICIAN PENGENDALIAN SUSUT,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,ASSISTANT MANAGER ENJINIRING,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,ASSISTANT MANAGER OPERASI DAN PEMELIHARAAN PEMBANGKITAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK,G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (LABUAN BAJO),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK(ADONARA),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,MANAGER UNIT LAYANAN PUSAT LISTRIK ENDE,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,MANAGER UNIT LAYANAN PUSAT LISTRIK MATALOKO,G3,1
