unit_induk,kode_unit_pelaksana,nama_posisi,jenjang,jumlah_pegawai
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,MANAGER UNIT LAYANAN PUSAT LISTRIK MAUMERE,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,MANAGER UNIT PELAKSANA PEMBANGKITAN FLORES,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,OFFICER KINERJA KEUANGAN DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,OFFICER KINERJA OPERASI DAN PEMELIHARAAN PEMBANGKIT,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,SENIOR OFFICER KINERJA OPERASI DAN PEMELIHARAAN PEMBANGKIT,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER ADMINISTRASI DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER ENERGI BARU DAN TERBARUKAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER ENERGI PRIMER,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,"TEAM LEADER KESELAMATAN, KESEHATAN, KERJA, LINGKUNGAN DAN KEAMANAN PUSAT LISTRIK",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER KEUANGAN DAN AKUNTANSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER LINGKUNGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (ADONARA),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (BAJAWA),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (LABUAN BAJO),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (LARANTUKA),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (LEMBATA),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (RUTENG),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O & M (PLTMG RANGKO),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O & M (PLTU ROPA),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMG MAUMERE),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TECHNICIAN ENERGI BARU DAN TERBARUKAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7832,TECHNICIAN PERENCANAAN DAN PENGENDALIAN JASA O&M,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,ASSISTANT MANAGER ENJINIRING,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,ASSISTANT MANAGER OPERASI DAN PEMELIHARAAN PEMBANGKITAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (SABU),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (SEMAU),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (SUMBA BARAT),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (SUMBA JAYA),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,MANAGER UNIT LAYANAN PUSAT LISTRIK ATAMBUA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,MANAGER UNIT LAYANAN PUSAT LISTRIK KUPANG,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,MANAGER UNIT LAYANAN PUSAT LISTRIK WAINGAPU,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,MANAGER UNIT PELAKSANA PEMBANGKITAN TIMOR,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER ADMINISTRASI DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER ENERGI BARU DAN TERBARUKAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER ENERGI PRIMER,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER LINGKUNGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (KALABAHI),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (ROTE NDAO),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (SABU DAN SEMAU),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (SUMBA BARAT),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER OPERASI DAN PEMELIHARAAN PUSAT LISTRIK (SUMBA JAYA),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMG PANAF),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTU BOLOK),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTU TIMOR-1),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TECHNICIAN ENERGI BARU DAN TERBARUKAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TECHNICIAN PERENCANAAN DAN PENGENDALIAN JASA O&M,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7833,TECHNICIAN PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMG PANAF),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,ASSISTANT MANAGER KONSTRUKSI DAN PENYALURAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,ASSISTANT MANAGER PERENCANAAN DAN EVALUASI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK (GI AESESA),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK (GI BOLOK),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK (GI MAUMERE),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK (GI NAIBONAT),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK (GI NONOHONIS),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK (GI ROPA),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK (GI ULUMBU),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK (GI WAIRITA),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN,G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI (AESESA),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI (BAJAWA),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI (BORONG),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI (ENDE),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI (LABUAN BAJO),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI (MAULAFA),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI (RUTENG),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI (TENAU),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK FLORES BARAT,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK FLORES TIMUR,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK KUPANG,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,MANAGER UNIT PELAKSANA TRANSMISI KUPANG,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,"OFFICER ASESMEN, DIAGNOSA DAN PENGELOLAAN DATA",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,OFFICER ENJINIRING,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,OFFICER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,SENIOR OFFICER KINERJA DAN ADMINISTRASI TRANSMISI DAN GARDU INDUK,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,TEAM LEADER ADMINISTRASI DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,"TEAM LEADER ASESMEN, DIAGNOSA DAN PENGELOLAAN DATA",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,TEAM LEADER ENJINIRING,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,TEAM LEADER KEUANGAN DAN AKUNTANSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,TEAM LEADER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,TEAM LEADER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,TEAM LEADER PENGENDALIAN DAN PEMELIHARAAN ASET,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,TEAM LEADER PENGENDALIAN KONSTRUKSI DAN ADMINISTRASI KONTRAK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,TECHNICIAN PEMELIHARAAN GARDU INDUK (GI RUTENG),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7841,TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI (ROPA),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,ASSISTANT MANAGER FASILITAS OPERASI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,ASSISTANT MANAGER OPERASI SISTEM I,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,ASSISTANT MANAGER OPERASI SISTEM II,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,ASSISTANT MANAGER PERENCANAAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,JUNIOR TECHNICIAN TRANSAKSI TENAGA LISTRIK DAN METERING,G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,MANAGER UNIT PELAKSANA PENGATUR BEBAN NUSA TENGGARA TIMUR,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,OFFICER ADMINISTRASI DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,TEAM LEADER ENJINIRING,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,TEAM LEADER KEUANGAN DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,TEAM LEADER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,TEAM LEADER PERENCANAAN DAN EVALUASI OPERASI SISTEM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,TEAM LEADER PROTEKSI SISTEM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,TEAM LEADER SCADA DAN MASTER STATION,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,TEAM LEADER TELEKOMUNIKASI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,TECHNICIAN OPERASI REAL TIME B,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,TECHNICIAN OPERASI REAL TIME E,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7842,TECHNICIAN TELEKOMUNIKASI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER ADMINISTRASI PELANGGAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER AKUNTANSI AT DAN PDP,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER AKUNTANSI UMUM DAN BIAYA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER ASET PROPERTI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER DIGITAL SERVICE DAN CUSTOMER EXPERIENCE,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER EVALUASI SISTEM,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER IPP DAN EXCESS POWER,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,"ASSISTANT MANAGER KESELAMATAN, KESEHATAN KERJA, DAN KEAMANAN",G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER KOMUNIKASI DAN MANAJEMEN STAKEHOLDER,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER LAYANAN PRIORITAS DAN PAE,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER LINGKUNGAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER LOGISTIK,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER MANAJEMEN BILLING,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,"ASSISTANT MANAGER MANAJEMEN RISIKO, KEPATUHAN, DAN SISTEM MANAJEMEN TERINTEGRASI",G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER NIAGA DAN PEMASARAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER OPERASI SISTEM DISTRIBUSI DAN SCADA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER PAJAK DAN ASURANSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER PEMELIHARAAN DAN PDKB,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER PENGELOLAAN ENERGI PRIMER,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER PENGENDALIAN SUSUT,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER PENYALURAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER PERENCANAAN DAN DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER PERENCANAAN DAN PENGENDALIAN OPERASI PEMBANGKITAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER PERENCANAAN DAN PENGENDALIAN PEMELIHARAAN PEMBANGKIT,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER TJSL,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER TRANSAKSI ENERGI LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,ASSISTANT MANAGER UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,GENERAL MANAGER,MA,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER AKUNTANSI,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER ASET PROPERTI DAN UMUM,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,"MANAGER EFISIENSI, PENGUKURAN DAN MUTU SISTEM DISTRIBUSI",MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER ENJINIRING PEMBANGKITAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,"MANAGER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER KEUANGAN DAN ANGGARAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER KOMUNIKASI DAN TJSL,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER OPERASI PEMBANGKITAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER PELAKSANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER PELAYANAN PELANGGAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER PEMELIHARAAN PEMBANGKITAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER PENGAMANAN PENDAPATAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER PERENCANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER PERENCANAAN PENGUSAHAAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER PERENCANAAN SISTEM DISTRIBUSI,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER PERENCANAAN SISTEM KELISTRIKAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER STRATEGI PEMASARAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER TRANSMISI,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN FAKFAK,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA BARAT,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA BARAT DAYA,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA PEGUNUNGAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA SELATAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA TENGAH,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7601,OFFICER ADMINISTRASI PELANGGAN,G2,1
